Obs_num,Long,Lat,Country,start_date,end_date,land_cover,land_use,textures,textures_gen,texture_class,soil_other,Annual_precipitation,Precip_intensity,Slope_gradient,method,process,scale,study_area_ha,obs_count,Rslt_Mean,Rslt_Med,Rslt_Net,Rslt_Vol,Rslt_Vis,Source_ref,Collector_Ref,Link
1792,110.012,31.02,China,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,1.2,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.276
1793,110.012,31.02,China,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,3.6,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.277
1794,110.012,31.02,China,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,14.5,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.278
1795,110.012,31.02,China,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,9.8,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.279
1796,110.012,31.02,China,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,4.2,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.280
1797,110.012,31.02,China,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,4.8,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.281
1798,110.012,31.02,China,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,3.8,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.282
1799,110.012,31.02,China,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,7.4,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.283
1800,110.012,31.02,China,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,5.9,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.284
1801,110.012,31.02,China,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,4.7,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.285
1802,110.012,31.02,China,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,1.9,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.286
1803,110.012,31.02,China,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,2.1,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.287
1804,110.012,31.02,China,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,1.8,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.288
1805,110.012,31.02,China,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.005,NA,NA,NA,NA,NA,3.5,"Xu et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.289
1836,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,0.2,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.320
1837,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,0.1,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.321
1838,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,24.2,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.322
1839,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,1.6,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.323
1840,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,4.8,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.324
1841,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,0,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.325
1842,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,5.7,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.326
1843,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,8.8,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.327
1844,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,14.1,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.328
1845,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,15.4,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.329
1846,110.016,36.078,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,13.5,"Meng et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.330
1954,118.3,39.75,China,NA,NA,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,29,NA,NA,NA,NA,NA,31.9,Zheng et al. 2006,"_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.438
1767,-87.001,5.534,Costa Rica,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.002,NA,NA,NA,NA,NA,0,"Sierra, 2001","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.251
1768,-87.001,5.534,Costa Rica,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.002,NA,NA,NA,NA,NA,0.2,"Sierra, 2001","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.252
1567,39.017,13.078,Ethiopia,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,NA,NA,NA,NA,NA,NA,9.9,Nyssen et al. 2007,"_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.051
1568,39.017,13.078,Ethiopia,NA,NA,Improved Grassland,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Hillslope,NA,NA,NA,NA,NA,NA,17.4,Nyssen et al. 2007,"_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.052
1569,39.017,13.078,Ethiopia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Hillslope,NA,NA,NA,NA,NA,NA,3.5,Nyssen et al. 2007,"_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.053
1677,5.533,44.02,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,390,"Chozko et al., 1991","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.161
1678,5.633,44.02,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,91,"Chozko et al., 1991","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.162
1679,5.4,44.039,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,NA,0.0001,NA,NA,NA,NA,NA,110.5,"Descroix, 1994","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.163
1680,5.517,44.079,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,NA,0.0001,NA,NA,NA,NA,NA,133.9,"Descroix, 1994","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.164
1681,5.8,44.04,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,NA,0.0001,NA,NA,NA,NA,NA,117,"Descroix and Olivry, 2002","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.165
1682,5.8,44.021,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,NA,0.0001,NA,NA,NA,NA,NA,91,"Descroix and Olivry, 2002","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.166
1683,6.7,45.022,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,NA,0.0001,NA,NA,NA,NA,NA,49.4,"Descroix and Olivry, 2002","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.167
1684,5.6,44.021,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,NA,0.0001,NA,NA,NA,NA,NA,104,"Lecompte, 1996","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.168
1685,5.6,44.021,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,NA,0.0001,NA,NA,NA,NA,NA,429,"Lecompte, 1996","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.169
1686,6.133,44.039,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,NA,0.0001,NA,NA,NA,NA,NA,65,"Robert, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.170
1725,5.633,45.039,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0006,NA,NA,NA,NA,NA,245.7,"Descroix, 1994","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.209
1872,5.7,44.022,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.01,NA,NA,NA,NA,NA,76.7,"Descroix and Olivry, 2002","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.356
1928,4.859,47.062,France,NA,NA,Orchard,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.4135,NA,NA,NA,NA,NA,13.5,"Brenot et al., 2006","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.412
1936,4.955,47.153,France,NA,NA,Orchard,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.8783,NA,NA,NA,NA,NA,7.6,"Brenot et al., 2006","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.420
1938,4.766,46.992,France,NA,NA,Orchard,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,1.1383,NA,NA,NA,NA,NA,14.9,"Brenot et al., 2006","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.422
1775,13.817,51.817,Germany,NA,NA,Improved Grassland,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0033,NA,NA,NA,NA,NA,180,"Kleeberg et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.259
1598,21.566,40.483,Greece,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,18.3,Theocharopoulos et al. 2003,"_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.082
1599,21.566,40.483,Greece,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,22.1,Theocharopoulos et al. 2003,"_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.083
1770,23.085,37.099,Greece,NA,NA,Orchard,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.002,NA,NA,NA,NA,NA,0.3,"Romero-Diaz et al., 1999","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.254
1528,91.333,25.5,India,NA,NA,Improved Grassland,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,NA,NA,NA,NA,NA,NA,NA,5,"Prokop and Poreba, 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.012
1687,16.019,40.041,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,236.6,"Alexander, 1982","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.171
1688,16.019,40.041,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,189.7,"Alexander, 1982","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.172
1689,16.035,40.039,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,628.5,"Alexander, 1982","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.173
1690,16.019,40.041,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,467.2,"Alexander, 1982","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.174
1691,16.019,40.041,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,391.7,"Alexander, 1982","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.175
1692,11.068,42.098,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,1500,"Cicacci et al., 2008","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.176
1693,16.05,40.04,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,397.8,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.177
1694,16.05,40.04,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,393.7,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.178
1695,16.05,40.04,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,383.5,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.179
1696,16.036,40.041,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,230.5,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.180
1697,16.051,40.039,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,197.9,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.181
1698,16.051,40.039,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,299.9,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.182
1699,16.034,40.04,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,146.9,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.183
1700,16.018,40.021,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,193.8,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.184
1701,16.018,40.021,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,381.5,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.185
1702,16.019,40.06,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,185.6,"Clarke and Rendel, 2000","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.186
1703,12.002,42.06,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,940,"Della Seta et al., 2007","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.187
1704,11.069,42.02,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,420,"Della Seta et al., 2009","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.188
1705,11.051,43.153,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,360,"Della Seta et al., 2009","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.189
1706,11.051,43.153,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.0001,NA,NA,NA,NA,NA,1000,"Della Seta et al., 2009","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.190
1769,8.95,39.02,Italy,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.002,NA,NA,NA,NA,NA,0.2,"Romero-Diaz et al., 1999","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.253
1829,16.5,39,Italy,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Plot,0.0075,NA,NA,NA,NA,NA,85.4,"Porto and Walling, 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.313
1830,16.5,39,Italy,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Plot,0.0075,NA,NA,NA,NA,NA,24.5,"Porto and Walling, 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.314
1831,16.5,39,Italy,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Plot,0.0075,NA,NA,NA,NA,NA,29.4,"Porto and Walling, 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.315
1832,16.5,39,Italy,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Plot,0.0075,NA,NA,NA,NA,NA,9.6,"Porto and Walling, 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.316
1833,16.5,39,Italy,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Plot,0.0075,NA,NA,NA,NA,NA,32.2,"Porto and Walling, 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.317
1952,7.605,45.791,Italy,NA,NA,Improved Grassland,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,NA,24.6,NA,NA,NA,NA,NA,3.2,"Ceaglio et al., 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.436
1953,7.512,45.744,Italy,NA,NA,Improved Grassland,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,NA,24.6,NA,NA,NA,NA,NA,20.8,"Ceaglio et al., 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.437
1536,132.016,33.167,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,1.6,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.020
1537,132.016,33.167,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,1.2,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.021
1538,132.016,33.167,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,1.1,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.022
1539,132.016,33.167,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,1.1,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.023
1540,132.015,33.136,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,0.6,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.024
1541,132.015,33.136,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,0.7,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.025
1542,132.015,33.136,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,0.8,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.026
1543,132.015,33.136,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,1,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.027
1667,132.015,33.136,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.000085,NA,NA,NA,NA,NA,9.4,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.151
1668,132.015,33.136,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.00009,NA,NA,NA,NA,NA,1,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.152
1669,132.015,33.136,Japan,NA,NA,Forestry,NA,NA,NA,NA,NA,NA,NA,NA,measurement,NA,Plot,0.00009,NA,NA,NA,NA,NA,7,"Wakiyama et al., 2010","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.153
1955,101.009,3.636,Malaysia,NA,NA,Arable,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Plot,55,NA,NA,NA,NA,NA,1.7,"Othman and Ismail, 2012","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.439
1579,-5.033,35.04,Morocco,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,radioisotopic,NA,Hillslope,NA,NA,NA,NA,NA,NA,13.8,"Hassouni and Bouhlassa, 2006","_Garcia-Ruiz et al. (2015) Geomorphology, 239",https://doi.org/10.1016/j.geomorph.2015.03.063
